id,title,authors,year,venue,topic,problem,method,platform,metrics,contribution_type,evidence_type,limitation,what_to_learn,paper_role,doi,source_url,local_pdf,note_path
paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,Hairong Lin; Chunhua Wang; Fei Yu; Qinghui Hong; Cong Xu; Yichuang Sun,2023,TCAD,CIM / memory / emerging devices; AI / DNN / neuromorphic accelerator,如何突破数据搬移、存储阵列感测或新型器件可靠性的瓶颈。,围绕 cell/array/sensing/peripheral circuit 设计存内或近存计算机制。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; accuracy or workload quality,CIM/memory,simulation/model analysis,需要说明器件/阵列规模、PVT/variation 和外围电路开销。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表,https://doi.org/10.1109/tcad.2023.3287760,https://uhra.herts.ac.uk/id/eprint/10482/1/TCAD_FINAL_VERSION.pdf,05_TCAD\pdfs\paper_01.pdf,05_TCAD\notes\paper_01.md
paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,Hairong Lin; Xiaoheng Deng; Fei Yu; Yichuang Sun,2024,TCAD,CIM / memory / emerging devices; AI / DNN / neuromorphic accelerator,如何突破数据搬移、存储阵列感测或新型器件可靠性的瓶颈。,围绕 cell/array/sensing/peripheral circuit 设计存内或近存计算机制。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; accuracy or workload quality,CIM/memory,simulation/model analysis,需要说明器件/阵列规模、PVT/variation 和外围电路开销。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表,https://doi.org/10.1109/tcad.2024.3429410,https://uhra.herts.ac.uk/id/eprint/11289/1/TCAD_IoMT.pdf,05_TCAD\pdfs\paper_02.pdf,05_TCAD\notes\paper_02.md
paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",Chao Fang; Wei Sun; Aojun Zhou; Zhongfeng Wang,2023,TCAD,AI / DNN / neuromorphic accelerator,如何针对 DNN/neuromorphic workload 设计更高效的数据流、PE 阵列和存储层次。,围绕数据复用、PE 阵列、片上存储和量化/稀疏特性做协同设计。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; accuracy or workload quality,architecture,implementation-oriented evaluation,需要同时报告硬件指标和模型精度/任务质量，避免只优化单一指标。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表,https://doi.org/10.1109/tcad.2023.3317789,https://arxiv.org/pdf/2309.13015,05_TCAD\pdfs\paper_03.pdf,05_TCAD\notes\paper_03.md
paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,Matteo Perotti; Samuel Riedel; Matheus Cavalcante; Luca Benini,2025,TCAD,RISC-V / SoC / processor,如何通过处理器、SoC 或 ISA/微架构协同提升特定 workload 的性能、能效或安全性。,通过 ISA/微架构/SoC 集成和软件调用路径协同优化 workload。,RISC-V / SoC / processor platform,area/resource; frequency; latency; throughput; power/energy,architecture,implementation-oriented evaluation,需要把适用边界、实验平台和 baseline 公平性写清。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表,https://doi.org/10.1109/tcad.2025.3528349,https://arxiv.org/pdf/2309.10137,05_TCAD\pdfs\paper_04.pdf,05_TCAD\notes\paper_04.md
paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,Pegah Shafaghi; Mehdi Dolatshahi; Hooman Farkhani,2023,TCAD,CIM / memory / emerging devices; AI / DNN / neuromorphic accelerator,如何突破数据搬移、存储阵列感测或新型器件可靠性的瓶颈。,围绕 cell/array/sensing/peripheral circuit 设计存内或近存计算机制。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; accuracy or workload quality,circuit; CIM/memory,implementation-oriented evaluation,需要说明器件/阵列规模、PVT/variation 和外围电路开销。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表,https://doi.org/10.1109/tcad.2023.3238879,https://pure.au.dk/ws/files/418783639/final_version-r0f63te8t0691ypmps50eeb0to9hy6e3_002_.pdf,05_TCAD\pdfs\paper_05.pdf,05_TCAD\notes\paper_05.md
paper_06,Bank on Compute-Near-Memory: Design Space Exploration of Processing-Near-Bank Architectures,Rafael Medina; Giovanni Ansaloni; Marina Zapater; Alexandre Levisse; Saeideh Alinezhad Chamazcoti; Timon Evenblij,2024,TCAD,CIM / memory / emerging devices,如何突破数据搬移、存储阵列感测或新型器件可靠性的瓶颈。,围绕 cell/array/sensing/peripheral circuit 设计存内或近存计算机制。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy,architecture; CIM/memory,implementation-oriented evaluation,需要说明器件/阵列规模、PVT/variation 和外围电路开销。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿引言; 适合模仿 SOTA 对比,https://doi.org/10.1109/tcad.2024.3442989,https://infoscience.epfl.ch/server/api/core/bitstreams/88a6c234-d588-4567-8883-2d4aa0889c12/content,05_TCAD\pdfs\paper_06.pdf,05_TCAD\notes\paper_06.md
paper_07,CRAFT: Criticality-Aware Fault-Tolerance Enhancement Techniques for Emerging Memories-Based Deep Neural Networks,Thai-Hoang Nguyen; Muhammad Imran; Jaehyuk Choi; Joon-Sung Yang,2023,TCAD,cryptographic hardware / hardware security; AI / DNN / neuromorphic accelerator,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric; accuracy or workload quality,security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表; 适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.1109/tcad.2023.3240659,https://arxiv.org/pdf/2302.03862,05_TCAD\pdfs\paper_07.pdf,05_TCAD\notes\paper_07.md
paper_08,A Highly Reliable Dual-Mode RRAM PUF With Key Concealment Scheme,Jiang Li; Yijun Cui; Chongyan Gu; Chenghua Wang; Weiqiang Liu; Shahar Kvatinsky,2025,TCAD,cryptographic hardware / hardware security; CIM / memory / emerging devices,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,circuit; security; CIM/memory,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.1109/tcad.2025.3536376,https://pureadmin.qub.ac.uk/ws/files/636894778/A_Highly_Reliable_Dual-Mode_RRAM_PUF_With_Key_Concealment_Scheme.pdf,05_TCAD\pdfs\paper_08.pdf,05_TCAD\notes\paper_08.md
paper_09,When Random Is Bad: Selective CRPs for Protecting PUFs Against Modeling Attacks,Mieszko Ferens; Edlira Dushku; Sokol Kosta,2024,TCAD,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,circuit; security,simulation/model analysis; formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.1109/tcad.2024.3506217,https://vbn.aau.dk/ws/files/755415258/acceptedManuscript.pdf,05_TCAD\pdfs\paper_09.pdf,05_TCAD\notes\paper_09.md
paper_10,MAFIA: Protecting the Microarchitecture of Embedded Systems Against Fault Injection Attacks,Thomas Chamelot; Damien Couroussé; Karine Heydemann,2023,TCAD,RISC-V / SoC / processor; cryptographic hardware / hardware security,如何通过处理器、SoC 或 ISA/微架构协同提升特定 workload 的性能、能效或安全性。,通过 ISA/微架构/SoC 集成和软件调用路径协同优化 workload。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,architecture; security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何写工具流程、benchmark、ablation 和 QoR 改善。,适合模仿方法图; 适合模仿实验表; 适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.1109/tcad.2023.3276507,https://arxiv.org/pdf/2309.02255,05_TCAD\pdfs\paper_10.pdf,05_TCAD\notes\paper_10.md
paper_01,BASALISC: Programmable Hardware Accelerator for BGV Fully Homomorphic Encryption,Robin Geelen; Michiel Van Beirendonck; Hilder V. L. Pereira; Brian Huffman; Tynan McAuley; Ben Selfridge,2023,TCHES/CHES,FPGA accelerator,如何在 FPGA 资源、带宽和时序约束下把目标算法映射成高吞吐/低延迟结构。,从算法数据流出发，设计并行度、流水线、存储 banking 和控制路径。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy,architecture,implementation-oriented evaluation,需要说明 FPGA 型号、工具版本和资源归一化方式，否则 SOTA 对比容易被质疑。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿方法图; 适合模仿实验表,https://doi.org/10.46586/tches.v2023.i4.32-57,https://tches.iacr.org/index.php/TCHES/article/download/11157/10596,06_TCHES_CHES\pdfs\paper_01.pdf,06_TCHES_CHES\notes\paper_01.md
paper_02,A Highly-efficient Lattice-based Post-Quantum Cryptography Processor for IoT Applications,Zewen Ye; Ruibing Song; Hao Zhang; Donglong Chen; Ray Chak-Chung Cheung; Kejie Huang,2024,TCHES/CHES,RISC-V / SoC / processor; cryptographic hardware / hardware security,如何通过处理器、SoC 或 ISA/微架构协同提升特定 workload 的性能、能效或安全性。,通过 ISA/微架构/SoC 集成和软件调用路径协同优化 workload。,RISC-V / SoC / processor platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,architecture; security,implementation-oriented evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿方法图; 适合模仿实验表; 适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2024.i2.130-153,https://tches.iacr.org/index.php/TCHES/article/download/11423/10929,06_TCHES_CHES\pdfs\paper_02.pdf,06_TCHES_CHES\notes\paper_02.md
paper_03,Pushing the Limits of Generic Side-Channel Attacks on LWE-based KEMs - Parallel PC Oracle Attacks on Kyber KEM and Beyond,Gokulnath Rajendran; Prasanna Ravi; Jan-Pieter D’Anvers; Shivam Bhasin; Anupam Chattopadhyay,2023,TCHES/CHES,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2023.i2.418-446,https://tches.iacr.org/index.php/TCHES/article/download/10289/9738,06_TCHES_CHES\pdfs\paper_03.pdf,06_TCHES_CHES\notes\paper_03.md
paper_04,Exploiting Intermediate Value Leakage in Dilithium: A Template-Based Approach,Alexandre Berzati; Andersson Calle Viera; Maya Chartouny; Steven Madec; Damien Vergnaud; David Vigilant,2023,TCHES/CHES,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,security,implementation-oriented evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2023.i4.188-210,https://tches.iacr.org/index.php/TCHES/article/download/11163/10602,06_TCHES_CHES\pdfs\paper_04.pdf,06_TCHES_CHES\notes\paper_04.md
paper_05,HAETAE: Shorter Lattice-Based Fiat-Shamir Signatures,Jung Hee Cheon; Hyeongmin Choe; Julien Devevey; Tim Güneysu; Dongyeon Hong; Markus Krausz,2024,TCHES/CHES,cryptographic hardware / hardware security; EDA / CAD / design automation,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric; runtime; QoR; ablation,EDA/tool; security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿 related work; 适合模仿消融实验; 适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2024.i3.25-75,https://tches.iacr.org/index.php/TCHES/article/download/11669/11189,06_TCHES_CHES\pdfs\paper_05.pdf,06_TCHES_CHES\notes\paper_05.md
paper_06,Protecting Dilithium against Leakage,Melissa Azouaoui; Olivier Bronchain; Gaëtan Cassiers; Clément Hoffmann; Yulia Kuzovkova; Joost Renes,2023,TCHES/CHES,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,hardware implementation or evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,security,implementation-oriented evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2023.i4.58-79,https://tches.iacr.org/index.php/TCHES/article/download/11158/10597,06_TCHES_CHES\pdfs\paper_06.pdf,06_TCHES_CHES\notes\paper_06.md
paper_07,Deep Learning Side-Channel Collision Attack,Marvin Staib; Amir Moradi,2023,TCHES/CHES,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2023.i3.422-444,https://tches.iacr.org/index.php/TCHES/article/download/10969/10276,06_TCHES_CHES\pdfs\paper_07.pdf,06_TCHES_CHES\notes\paper_07.md
paper_08,RDS: FPGA Routing Delay Sensors for Effective Remote Power Analysis Attacks,David Spielmann; Ognjen Glamočanin; Mirjana Stojilović,2023,TCHES/CHES,FPGA accelerator; EDA / CAD / design automation; measurement / sensor SoC,如何在 FPGA 资源、带宽和时序约束下把目标算法映射成高吞吐/低延迟结构。,从算法数据流出发，设计并行度、流水线、存储 banking 和控制路径。,FPGA,area/resource; frequency; latency; throughput; power/energy; runtime; QoR; ablation,EDA/tool; measurement,FPGA implementation; benchmark/tool evaluation,需要说明 FPGA 型号、工具版本和资源归一化方式，否则 SOTA 对比容易被质疑。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿方法图; 适合模仿实验表; 适合模仿 related work; 适合模仿消融实验,https://doi.org/10.46586/tches.v2023.i2.543-567,https://tches.iacr.org/index.php/TCHES/article/download/10293/9743,06_TCHES_CHES\pdfs\paper_08.pdf,06_TCHES_CHES\notes\paper_08.md
paper_09,Fiddling the Twiddle Constants - Fault Injection Analysis of the Number Theoretic Transform,Prasanna Ravi; Bolin Yang; Shivam Bhasin; Fan Zhang; Anupam Chattopadhyay,2023,TCHES/CHES,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2023.i2.447-481,https://tches.iacr.org/index.php/TCHES/article/download/10290/9739,06_TCHES_CHES\pdfs\paper_09.pdf,06_TCHES_CHES\notes\paper_09.md
paper_10,Conditional Variational AutoEncoder based on Stochastic Attacks,Gabriel Zaid; Lilian Bossuet; Mathieu Carbone; Amaury Habrard; Alexandre Venelli,2023,TCHES/CHES,cryptographic hardware / hardware security,如何在密码算法或攻击模型约束下同时满足安全性、吞吐、延迟和硬件开销。,把密码算子、攻击路径或安全假设映射到专用 datapath、防护机制或评估流程。,security evaluation platform,area/resource; frequency; latency; throughput; power/energy; security/leakage/fault metric,circuit; security,formal/security evaluation,需要同时交代安全假设和硬件开销，不能只报性能或只报攻击效果。,学习如何把硬件实现和安全证据一起写，避免安全 claim 悬空。,适合模仿安全评估; 适合模仿 SOTA 对比,https://doi.org/10.46586/tches.v2023.i2.310-357,https://tches.iacr.org/index.php/TCHES/article/download/10286/9735,06_TCHES_CHES\pdfs\paper_10.pdf,06_TCHES_CHES\notes\paper_10.md
