paper_id,title,venue,year,section_type,sentence_count,exact_sequence,collapsed_sequence,archetype_id,archetype_name,function_counts,evidence_quality
05_TCAD:paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,TCAD,2024,Introduction,9,BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> NEED -> INTERPRET -> RESULT,BG -> INTERPRET -> NEED -> INTERPRET -> RESULT,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=6; BG=1; NEED=1; RESULT=1,full_sequence
05_TCAD:paper_02,Diversified Butterfly Attractors of Memristive HNN With Two Memristive Systems and Application in IoMT for Privacy Protection,TCAD,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Abstract,10,RESULT -> INTERPRET -> PROBLEM -> NEED -> RESULT -> INTERPRET -> INTERPRET -> RESULT -> RESULT -> RESULT,RESULT -> INTERPRET -> PROBLEM -> NEED -> RESULT -> INTERPRET -> RESULT,ABS_D,结果密集型,RESULT=5; INTERPRET=3; NEED=1; PROBLEM=1,full_sequence
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Introduction,7,BG -> GAP -> BG -> RESULT -> INTERPRET -> INTERPRET -> INTERPRET,BG -> GAP -> BG -> RESULT -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=3; BG=2; GAP=1; RESULT=1,full_sequence
05_TCAD:paper_03,"Efficient <i>N:M</i> Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design",TCAD,2023,Results,9,SETUP -> SETUP -> RESULT -> RESULT -> SETUP -> PROBLEM -> SETUP -> RESULT -> SETUP,SETUP -> RESULT -> SETUP -> PROBLEM -> SETUP -> RESULT -> SETUP,RES_D,短结果链型,SETUP=5; RESULT=3; PROBLEM=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Abstract,8,BG -> METHOD -> METHOD -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT,BG -> METHOD -> RESULT,ABS_C,方法-验证-结果型,RESULT=5; METHOD=2; BG=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Introduction,9,BG -> BG -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> NEED,BG -> INTERPRET -> NEED,INT_E,非典型引言型,INTERPRET=5; BG=3; NEED=1,full_sequence
05_TCAD:paper_04,Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,TCAD,2025,Results,9,ORG -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT,ORG -> RESULT,RES_C,结果密集型,RESULT=8; ORG=1,full_sequence
05_TCAD:paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,TCAD,2023,Abstract,10,RESULT -> INTERPRET -> PROBLEM -> GAP -> INTERPRET -> INTERPRET -> PROBLEM -> METHOD -> RESULT -> RESULT,RESULT -> INTERPRET -> PROBLEM -> GAP -> INTERPRET -> PROBLEM -> METHOD -> RESULT,ABS_A,完整摘要链,INTERPRET=3; RESULT=3; PROBLEM=2; GAP=1; METHOD=1,full_sequence
05_TCAD:paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,TCAD,2023,Introduction,12,BG -> BG -> PROBLEM -> SETUP -> INTERPRET -> PROBLEM -> PROBLEM -> INTERPRET -> RESULT -> SETUP -> INTERPRET -> INTERPRET,BG -> PROBLEM -> SETUP -> INTERPRET -> PROBLEM -> INTERPRET -> RESULT -> SETUP -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=4; PROBLEM=3; BG=2; SETUP=2; RESULT=1,full_sequence
05_TCAD:paper_05,Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,TCAD,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
05_TCAD:paper_06,Bank on Compute-Near-Memory: Design Space Exploration of Processing-Near-Bank Architectures,TCAD,2024,Abstract,8,BG -> PROBLEM -> INTERPRET -> RESULT -> RESULT -> GAP -> PROBLEM -> RESULT,BG -> PROBLEM -> INTERPRET -> RESULT -> GAP -> PROBLEM -> RESULT,ABS_E,压缩/非典型型,RESULT=3; PROBLEM=2; BG=1; GAP=1; INTERPRET=1,full_sequence
05_TCAD:paper_06,Bank on Compute-Near-Memory: Design Space Exploration of Processing-Near-Bank Architectures,TCAD,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_06,Bank on Compute-Near-Memory: Design Space Exploration of Processing-Near-Bank Architectures,TCAD,2024,Introduction,7,BG -> BG -> BG -> INTERPRET -> RESULT -> INTERPRET -> INTERPRET,BG -> INTERPRET -> RESULT -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,BG=3; INTERPRET=3; RESULT=1,full_sequence
05_TCAD:paper_06,Bank on Compute-Near-Memory: Design Space Exploration of Processing-Near-Bank Architectures,TCAD,2024,Results,10,RESULT -> ORG -> ORG -> SETUP -> RESULT -> SETUP -> RESULT -> RESULT -> RESULT -> SETUP,RESULT -> ORG -> SETUP -> RESULT -> SETUP -> RESULT -> SETUP,RES_A,设置-多结果-解释型,RESULT=5; SETUP=3; ORG=2,full_sequence
05_TCAD:paper_07,CRAFT: Criticality-Aware Fault-Tolerance Enhancement Techniques for Emerging Memories-Based Deep Neural Networks,TCAD,2023,Abstract,10,BG -> INTERPRET -> INTERPRET -> PROBLEM -> NEED -> INTERPRET -> METHOD -> RESULT -> INTERPRET -> METHOD,BG -> INTERPRET -> PROBLEM -> NEED -> INTERPRET -> METHOD -> RESULT -> INTERPRET -> METHOD,ABS_A,完整摘要链,INTERPRET=4; METHOD=2; BG=1; NEED=1; PROBLEM=1; RESULT=1,full_sequence
05_TCAD:paper_07,CRAFT: Criticality-Aware Fault-Tolerance Enhancement Techniques for Emerging Memories-Based Deep Neural Networks,TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_07,CRAFT: Criticality-Aware Fault-Tolerance Enhancement Techniques for Emerging Memories-Based Deep Neural Networks,TCAD,2023,Introduction,12,BG -> BG -> NEED -> PROBLEM -> INTERPRET -> RESULT -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> GAP -> INTERPRET,BG -> NEED -> PROBLEM -> INTERPRET -> RESULT -> INTERPRET -> PROBLEM -> INTERPRET -> GAP -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=5; BG=2; PROBLEM=2; GAP=1; NEED=1; RESULT=1,full_sequence
05_TCAD:paper_07,CRAFT: Criticality-Aware Fault-Tolerance Enhancement Techniques for Emerging Memories-Based Deep Neural Networks,TCAD,2023,Results,10,SETUP -> SETUP -> RESULT -> RESULT -> RESULT -> RESULT -> RESULT -> SETUP -> SETUP -> RESULT,SETUP -> RESULT -> SETUP -> RESULT,RES_A,设置-多结果-解释型,RESULT=6; SETUP=4,full_sequence
05_TCAD:paper_08,A Highly Reliable Dual-Mode RRAM PUF With Key Concealment Scheme,TCAD,2025,Abstract,9,BG -> INTERPRET -> INTERPRET -> METHOD -> INTERPRET -> RESULT -> INTERPRET -> INTERPRET -> PROBLEM,BG -> INTERPRET -> METHOD -> INTERPRET -> RESULT -> INTERPRET -> PROBLEM,ABS_A,完整摘要链,INTERPRET=5; BG=1; METHOD=1; PROBLEM=1; RESULT=1,full_sequence
05_TCAD:paper_08,A Highly Reliable Dual-Mode RRAM PUF With Key Concealment Scheme,TCAD,2025,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_08,A Highly Reliable Dual-Mode RRAM PUF With Key Concealment Scheme,TCAD,2025,Introduction,7,BG -> BG -> BG -> INTERPRET -> PROBLEM -> INTERPRET -> NEED,BG -> INTERPRET -> PROBLEM -> INTERPRET -> NEED,INT_C,问题缺口驱动型,BG=3; INTERPRET=2; NEED=1; PROBLEM=1,full_sequence
05_TCAD:paper_08,A Highly Reliable Dual-Mode RRAM PUF With Key Concealment Scheme,TCAD,2025,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
05_TCAD:paper_09,When Random Is Bad: Selective CRPs for Protecting PUFs Against Modeling Attacks,TCAD,2024,Abstract,10,BG -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> METHOD -> METHOD -> INTERPRET -> SETUP -> RESULT,BG -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET -> SETUP -> RESULT,ABS_A,完整摘要链,INTERPRET=3; METHOD=2; PROBLEM=2; BG=1; RESULT=1; SETUP=1,full_sequence
05_TCAD:paper_09,When Random Is Bad: Selective CRPs for Protecting PUFs Against Modeling Attacks,TCAD,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_09,When Random Is Bad: Selective CRPs for Protecting PUFs Against Modeling Attacks,TCAD,2024,Introduction,11,BG -> PROBLEM -> BG -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> NEED -> PROBLEM -> INTERPRET,BG -> PROBLEM -> BG -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> NEED -> PROBLEM -> INTERPRET,INT_C,问题缺口驱动型,INTERPRET=4; PROBLEM=4; BG=2; NEED=1,full_sequence
05_TCAD:paper_09,When Random Is Bad: Selective CRPs for Protecting PUFs Against Modeling Attacks,TCAD,2024,Results,10,ORG -> SETUP -> RESULT -> SETUP -> ORG -> SETUP -> RESULT -> RESULT -> RESULT -> SETUP,ORG -> SETUP -> RESULT -> SETUP -> ORG -> SETUP -> RESULT -> SETUP,RES_B,结构化实验段型,RESULT=4; SETUP=4; ORG=2,full_sequence
05_TCAD:paper_10,MAFIA: Protecting the Microarchitecture of Embedded Systems Against Fault Injection Attacks,TCAD,2023,Abstract,9,BG -> INTERPRET -> GAP -> METHOD -> INTERPRET -> PROBLEM -> METHOD -> PROBLEM -> RESULT,BG -> INTERPRET -> GAP -> METHOD -> INTERPRET -> PROBLEM -> METHOD -> PROBLEM -> RESULT,ABS_A,完整摘要链,INTERPRET=2; METHOD=2; PROBLEM=2; BG=1; GAP=1; RESULT=1,full_sequence
05_TCAD:paper_10,MAFIA: Protecting the Microarchitecture of Embedded Systems Against Fault Injection Attacks,TCAD,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
05_TCAD:paper_10,MAFIA: Protecting the Microarchitecture of Embedded Systems Against Fault Injection Attacks,TCAD,2023,Introduction,9,BG -> BG -> BG -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET -> PROBLEM -> INTERPRET,INT_B,背景解释型,INTERPRET=5; BG=3; PROBLEM=1,full_sequence
05_TCAD:paper_10,MAFIA: Protecting the Microarchitecture of Embedded Systems Against Fault Injection Attacks,TCAD,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
06_TCHES_CHES:paper_01,BASALISC: Programmable Hardware Accelerator for BGV Fully Homomorphic Encryption,TCHES/CHES,2023,Abstract,10,BG -> INTERPRET -> METHOD -> INTERPRET -> INTERPRET -> RESULT -> RESULT -> INTERPRET -> INTERPRET -> BOUNDARY,BG -> INTERPRET -> METHOD -> INTERPRET -> RESULT -> INTERPRET -> BOUNDARY,ABS_A,完整摘要链,INTERPRET=5; RESULT=2; BG=1; BOUNDARY=1; METHOD=1,full_sequence
06_TCHES_CHES:paper_01,BASALISC: Programmable Hardware Accelerator for BGV Fully Homomorphic Encryption,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_01,BASALISC: Programmable Hardware Accelerator for BGV Fully Homomorphic Encryption,TCHES/CHES,2023,Introduction,1,GAP,GAP,INT_X,部分证据型,GAP=1,partial/notes-derived
06_TCHES_CHES:paper_01,BASALISC: Programmable Hardware Accelerator for BGV Fully Homomorphic Encryption,TCHES/CHES,2023,Results,10,SETUP -> SETUP -> RESULT -> RESULT -> SETUP -> RESULT -> RESULT -> RESULT -> RESULT -> SETUP,SETUP -> RESULT -> SETUP -> RESULT -> SETUP,RES_A,设置-多结果-解释型,RESULT=6; SETUP=4,full_sequence
06_TCHES_CHES:paper_02,A Highly-efficient Lattice-based Post-Quantum Cryptography Processor for IoT Applications,TCHES/CHES,2024,Abstract,10,BG -> PROBLEM -> GAP -> GAP -> NEED -> RESULT -> METHOD -> METHOD -> RESULT -> RESULT,BG -> PROBLEM -> GAP -> NEED -> RESULT -> METHOD -> RESULT,ABS_B,问题-方法-结果型,RESULT=3; GAP=2; METHOD=2; BG=1; NEED=1; PROBLEM=1,full_sequence
06_TCHES_CHES:paper_02,A Highly-efficient Lattice-based Post-Quantum Cryptography Processor for IoT Applications,TCHES/CHES,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_02,A Highly-efficient Lattice-based Post-Quantum Cryptography Processor for IoT Applications,TCHES/CHES,2024,Introduction,11,BG -> BG -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET -> PROBLEM -> INTERPRET,INT_B,背景解释型,INTERPRET=7; BG=3; PROBLEM=1,full_sequence
06_TCHES_CHES:paper_02,A Highly-efficient Lattice-based Post-Quantum Cryptography Processor for IoT Applications,TCHES/CHES,2024,Results,9,ORG -> PROBLEM -> SETUP -> SETUP -> RESULT -> SETUP -> RESULT -> PROBLEM -> RESULT,ORG -> PROBLEM -> SETUP -> RESULT -> SETUP -> RESULT -> PROBLEM -> RESULT,RES_B,结构化实验段型,RESULT=3; SETUP=3; PROBLEM=2; ORG=1,full_sequence
06_TCHES_CHES:paper_03,Pushing the Limits of Generic Side-Channel Attacks on LWE-based KEMs - Parallel PC Oracle Attacks on Kyber KEM and Beyond,TCHES/CHES,2023,Abstract,10,METHOD -> INTERPRET -> PROBLEM -> INTERPRET -> METHOD -> METHOD -> INTERPRET -> RESULT -> RESULT -> BOUNDARY,METHOD -> INTERPRET -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET -> RESULT -> BOUNDARY,ABS_A,完整摘要链,INTERPRET=3; METHOD=3; RESULT=2; BOUNDARY=1; PROBLEM=1,full_sequence
06_TCHES_CHES:paper_03,Pushing the Limits of Generic Side-Channel Attacks on LWE-based KEMs - Parallel PC Oracle Attacks on Kyber KEM and Beyond,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_03,Pushing the Limits of Generic Side-Channel Attacks on LWE-based KEMs - Parallel PC Oracle Attacks on Kyber KEM and Beyond,TCHES/CHES,2023,Introduction,11,BG -> PROBLEM -> RESULT -> NEED -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> PROBLEM -> BOUNDARY,BG -> PROBLEM -> RESULT -> NEED -> INTERPRET -> PROBLEM -> BOUNDARY,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=5; PROBLEM=2; BG=1; BOUNDARY=1; NEED=1; RESULT=1,full_sequence
06_TCHES_CHES:paper_03,Pushing the Limits of Generic Side-Channel Attacks on LWE-based KEMs - Parallel PC Oracle Attacks on Kyber KEM and Beyond,TCHES/CHES,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
06_TCHES_CHES:paper_04,Exploiting Intermediate Value Leakage in Dilithium: A Template-Based Approach,TCHES/CHES,2023,Abstract,8,PROBLEM -> SETUP -> PROBLEM -> PROBLEM -> PROBLEM -> METHOD -> PROBLEM -> BOUNDARY,PROBLEM -> SETUP -> PROBLEM -> METHOD -> PROBLEM -> BOUNDARY,ABS_E,压缩/非典型型,PROBLEM=5; BOUNDARY=1; METHOD=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_04,Exploiting Intermediate Value Leakage in Dilithium: A Template-Based Approach,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_04,Exploiting Intermediate Value Leakage in Dilithium: A Template-Based Approach,TCHES/CHES,2023,Introduction,10,BG -> BG -> PROBLEM -> INTERPRET -> INTERPRET -> METHOD -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> PROBLEM -> INTERPRET -> METHOD -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=6; BG=2; METHOD=1; PROBLEM=1,full_sequence
06_TCHES_CHES:paper_04,Exploiting Intermediate Value Leakage in Dilithium: A Template-Based Approach,TCHES/CHES,2023,Results,10,ORG -> RESULT -> PROBLEM -> METHOD -> ORG -> SETUP -> PROBLEM -> RESULT -> RESULT -> RESULT,ORG -> RESULT -> PROBLEM -> METHOD -> ORG -> SETUP -> PROBLEM -> RESULT,RES_B,结构化实验段型,RESULT=4; ORG=2; PROBLEM=2; METHOD=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_05,HAETAE: Shorter Lattice-Based Fiat-Shamir Signatures,TCHES/CHES,2024,Abstract,6,METHOD -> PROBLEM -> INTERPRET -> RESULT -> RESULT -> SETUP,METHOD -> PROBLEM -> INTERPRET -> RESULT -> SETUP,ABS_A,完整摘要链,RESULT=2; INTERPRET=1; METHOD=1; PROBLEM=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_05,HAETAE: Shorter Lattice-Based Fiat-Shamir Signatures,TCHES/CHES,2024,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_05,HAETAE: Shorter Lattice-Based Fiat-Shamir Signatures,TCHES/CHES,2024,Introduction,11,BG -> BG -> INTERPRET -> RESULT -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET,BG -> INTERPRET -> RESULT -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=8; BG=2; RESULT=1,full_sequence
06_TCHES_CHES:paper_05,HAETAE: Shorter Lattice-Based Fiat-Shamir Signatures,TCHES/CHES,2024,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
06_TCHES_CHES:paper_06,Protecting Dilithium against Leakage,TCHES/CHES,2023,Abstract,6,BG -> INTERPRET -> RESULT -> INTERPRET -> INTERPRET -> BOUNDARY,BG -> INTERPRET -> RESULT -> INTERPRET -> BOUNDARY,ABS_E,压缩/非典型型,INTERPRET=3; BG=1; BOUNDARY=1; RESULT=1,full_sequence
06_TCHES_CHES:paper_06,Protecting Dilithium against Leakage,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_06,Protecting Dilithium against Leakage,TCHES/CHES,2023,Introduction,11,BG -> BG -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET -> SETUP -> INTERPRET -> INTERPRET -> INTERPRET -> BOUNDARY,BG -> PROBLEM -> INTERPRET -> SETUP -> INTERPRET -> BOUNDARY,INT_B,背景解释型,INTERPRET=6; BG=2; BOUNDARY=1; PROBLEM=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_06,Protecting Dilithium against Leakage,TCHES/CHES,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
06_TCHES_CHES:paper_07,Deep Learning Side-Channel Collision Attack,TCHES/CHES,2023,Abstract,9,BG -> GAP -> PROBLEM -> METHOD -> PROBLEM -> GAP -> PROBLEM -> INTERPRET -> SETUP,BG -> GAP -> PROBLEM -> METHOD -> PROBLEM -> GAP -> PROBLEM -> INTERPRET -> SETUP,ABS_E,压缩/非典型型,PROBLEM=3; GAP=2; BG=1; INTERPRET=1; METHOD=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_07,Deep Learning Side-Channel Collision Attack,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_07,Deep Learning Side-Channel Collision Attack,TCHES/CHES,2023,Introduction,12,BG -> BG -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> INTERPRET -> PROBLEM -> PROBLEM -> SETUP -> INTERPRET -> BOUNDARY,BG -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET -> PROBLEM -> SETUP -> INTERPRET -> BOUNDARY,INT_B,背景解释型,INTERPRET=4; PROBLEM=4; BG=2; BOUNDARY=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_07,Deep Learning Side-Channel Collision Attack,TCHES/CHES,2023,Results,10,ORG -> PROBLEM -> RESULT -> SETUP -> PROBLEM -> PROBLEM -> SETUP -> RESULT -> SETUP -> RESULT,ORG -> PROBLEM -> RESULT -> SETUP -> PROBLEM -> SETUP -> RESULT -> SETUP -> RESULT,RES_B,结构化实验段型,PROBLEM=3; RESULT=3; SETUP=3; ORG=1,full_sequence
06_TCHES_CHES:paper_08,RDS: FPGA Routing Delay Sensors for Effective Remote Power Analysis Attacks,TCHES/CHES,2023,Abstract,10,SETUP -> INTERPRET -> INTERPRET -> SETUP -> SETUP -> METHOD -> PROBLEM -> SETUP -> RESULT -> PROBLEM,SETUP -> INTERPRET -> SETUP -> METHOD -> PROBLEM -> SETUP -> RESULT -> PROBLEM,ABS_A,完整摘要链,SETUP=4; INTERPRET=2; PROBLEM=2; METHOD=1; RESULT=1,full_sequence
06_TCHES_CHES:paper_08,RDS: FPGA Routing Delay Sensors for Effective Remote Power Analysis Attacks,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_08,RDS: FPGA Routing Delay Sensors for Effective Remote Power Analysis Attacks,TCHES/CHES,2023,Introduction,12,BG -> PROBLEM -> RESULT -> SETUP -> SETUP -> PROBLEM -> PROBLEM -> INTERPRET -> INTERPRET -> RESULT -> INTERPRET -> INTERPRET,BG -> PROBLEM -> RESULT -> SETUP -> PROBLEM -> INTERPRET -> RESULT -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=4; PROBLEM=3; RESULT=2; SETUP=2; BG=1,full_sequence
06_TCHES_CHES:paper_08,RDS: FPGA Routing Delay Sensors for Effective Remote Power Analysis Attacks,TCHES/CHES,2023,Results,9,ORG -> RESULT -> PROBLEM -> PROBLEM -> SETUP -> ORG -> RESULT -> RESULT -> RESULT,ORG -> RESULT -> PROBLEM -> SETUP -> ORG -> RESULT,RES_B,结构化实验段型,RESULT=4; ORG=2; PROBLEM=2; SETUP=1,full_sequence
06_TCHES_CHES:paper_09,Fiddling the Twiddle Constants - Fault Injection Analysis of the Number Theoretic Transform,TCHES/CHES,2023,Abstract,9,METHOD -> INTERPRET -> RESULT -> INTERPRET -> METHOD -> PROBLEM -> RESULT -> RESULT -> NEED,METHOD -> INTERPRET -> RESULT -> INTERPRET -> METHOD -> PROBLEM -> RESULT -> NEED,ABS_A,完整摘要链,RESULT=3; INTERPRET=2; METHOD=2; NEED=1; PROBLEM=1,full_sequence
06_TCHES_CHES:paper_09,Fiddling the Twiddle Constants - Fault Injection Analysis of the Number Theoretic Transform,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_09,Fiddling the Twiddle Constants - Fault Injection Analysis of the Number Theoretic Transform,TCHES/CHES,2023,Introduction,12,BG -> RESULT -> BG -> INTERPRET -> INTERPRET -> INTERPRET -> INTERPRET -> RESULT -> SETUP -> INTERPRET -> SETUP -> INTERPRET,BG -> RESULT -> BG -> INTERPRET -> RESULT -> SETUP -> INTERPRET -> SETUP -> INTERPRET,INT_A,背景-问题-缺口-任务-贡献型,INTERPRET=6; BG=2; RESULT=2; SETUP=2,full_sequence
06_TCHES_CHES:paper_09,Fiddling the Twiddle Constants - Fault Injection Analysis of the Number Theoretic Transform,TCHES/CHES,2023,Results,1,RESULT,RESULT,RES_X,部分证据型,RESULT=1,partial/notes-derived
06_TCHES_CHES:paper_10,Conditional Variational AutoEncoder based on Stochastic Attacks,TCHES/CHES,2023,Abstract,8,BG -> INTERPRET -> PROBLEM -> SETUP -> METHOD -> METHOD -> RESULT -> BOUNDARY,BG -> INTERPRET -> PROBLEM -> SETUP -> METHOD -> RESULT -> BOUNDARY,ABS_A,完整摘要链,METHOD=2; BG=1; BOUNDARY=1; INTERPRET=1; PROBLEM=1; RESULT=1; SETUP=1,full_sequence
06_TCHES_CHES:paper_10,Conditional Variational AutoEncoder based on Stochastic Attacks,TCHES/CHES,2023,Contribution,1,CONTRIB,CONTRIB,CON_A,单条贡献块,CONTRIB=1,full_sequence
06_TCHES_CHES:paper_10,Conditional Variational AutoEncoder based on Stochastic Attacks,TCHES/CHES,2023,Introduction,12,PROBLEM -> BG -> BG -> INTERPRET -> INTERPRET -> PROBLEM -> INTERPRET -> PROBLEM -> PROBLEM -> INTERPRET -> INTERPRET -> INTERPRET,PROBLEM -> BG -> INTERPRET -> PROBLEM -> INTERPRET -> PROBLEM -> INTERPRET,INT_B,背景解释型,INTERPRET=6; PROBLEM=4; BG=2,full_sequence
06_TCHES_CHES:paper_10,Conditional Variational AutoEncoder based on Stochastic Attacks,TCHES/CHES,2023,Results,10,RESULT -> ORG -> RESULT -> RESULT -> RESULT -> RESULT -> SETUP -> SETUP -> RESULT -> RESULT,RESULT -> ORG -> RESULT -> SETUP -> RESULT,RES_A,设置-多结果-解释型,RESULT=7; SETUP=2; ORG=1,full_sequence
