"Year","Citations","Title","DOI","OAStatus","OAUrl","PrimaryPDF","Landing","Authors","Topic","Volume","Issue","FirstPage","LastPage"
"2024","82","Memristive Tabu Learning Neuron Generated Multi-Wing Attractor With FPGA Implementation and Application in Encryption","https://doi.org/10.1109/tcsi.2024.3439869","green","https://uhra.herts.ac.uk/id/eprint/11323/1/TCAS_I_Tabu_Wing.pdf",,"https://doi.org/10.1109/tcsi.2024.3439869","Quanli Deng; Chunhua Wang; Yichuang Sun; Zekun Deng; Gang Yang","Advanced Memory and Neural Computing","72","1","300","311"
"2024","33","ACE-CNN: Approximate Carry Disregard Multipliers for Energy-Efficient CNN-Based Image Classification","https://doi.org/10.1109/tcsi.2024.3369230","hybrid","https://doi.org/10.1109/tcsi.2024.3369230",,"https://doi.org/10.1109/tcsi.2024.3369230","Salar Shakibhamedan; Nima Amirafshar; Ahmad Sedigh Baroughi; Hadi Shahriar Shahhoseini; Nima TaheriNejad","Advanced Neural Network Applications","71","5","2280","2293"
"2024","26","A Generalized Adjusted Min-Sum Decoder for 5G LDPC Codes: Algorithm and Implementation","https://doi.org/10.1109/tcsi.2024.3368056","green","https://pure.tue.nl/ws/files/331786672/A_Generalized_Adjusted_Min-Sum_Decoder_for_5G_LDPC_Codes_Algorithm_and_Implementation.pdf",,"https://doi.org/10.1109/tcsi.2024.3368056","Yuqing Ren; Hassan Harb; Yifei Shen; Alexios Balatsoukas‐Stimming; Andreas Burg","Error Correcting Code Techniques","71","6","2911","2924"
"2024","19","Accelerated Image Processing Through IMPLY-Based NoCarry Approximated Adders","https://doi.org/10.1109/tcsi.2024.3426926","hybrid","https://doi.org/10.1109/tcsi.2024.3426926",,"https://doi.org/10.1109/tcsi.2024.3426926","Fabian Seiler; Nima TaheriNejad","Advanced Memory and Neural Computing","71","11","5141","5154"
"2024","14","SYNtzulu: A Tiny RISC-V-Controlled SNN Processor for Real-Time Sensor Data Analysis on Low-Power FPGAs","https://doi.org/10.1109/tcsi.2024.3450966","hybrid","https://doi.org/10.1109/tcsi.2024.3450966",,"https://doi.org/10.1109/tcsi.2024.3450966","Gianluca Leone; Matteo Antonio Scrugli; Lorenzo Badas; Luca Martis; Luigi Raffo","CCD and CMOS Imaging Sensors","72","2","790","801"
"2024","14","Frequency-Transformation-Based Co-Designed Lowpass-Single/Multi-Passband-Highpass RF Filters","https://doi.org/10.1109/tcsi.2024.3382094","green","https://ebuah.uah.es/dspace/bitstream/10017/65202/3/Frequency_Gomez_IEEETransCircSysI_2024.pdf",,"https://doi.org/10.1109/tcsi.2024.3382094","Roberto Gómez‐García; Li Yang; Mohamed Malki; José‐María Muñoz‐Ferreras","Microwave Engineering and Waveguides","71","8","3608","3621"
"2024","13","A High-Reliability, Non-CRP-Discard Arbiter PUF Based on Delay Difference Quantization","https://doi.org/10.1109/tcsi.2024.3466972","green","https://pureadmin.qub.ac.uk/ws/files/626184314/DDQPUF.pdf",,"https://doi.org/10.1109/tcsi.2024.3466972","Yao Wang; Guangyang Zhang; Xue Mei; Chongyan Gu","Integrated Circuits and Semiconductor Failure Analysis","72","2","573","585"
"2024","13","A Heterogeneous RISC-V Based SoC for Secure Nano-UAV Navigation","https://doi.org/10.1109/tcsi.2024.3359044","green","https://cris.unibo.it/bitstream/11585/959822/3/SHAHEEN_TCAS_I_2023.pdf",,"https://doi.org/10.1109/tcsi.2024.3359044","Luca Valente; Alessandro Nadalini; Asif Veeran; M. Sinigaglia; Bruno Sá","CCD and CMOS Imaging Sensors","71","5","2266","2279"
"2025","13","Impacts of Physical-Layer Information on Epidemic Spreading in Cyber-Physical Networked Systems","https://doi.org/10.1109/tcsi.2025.3550386","green","https://arxiv.org/pdf/2503.06591",,"https://doi.org/10.1109/tcsi.2025.3550386","Xianglai Yuan; Yichao Yao; Han Wu; Minyu Feng","Complex Network Analysis Techniques","72","10","5957","5969"
"2024","12","Fault-Tolerant Consensus of Multi-Agent Systems Subject to Multiple Faults and Random Attacks","https://doi.org/10.1109/tcsi.2024.3351214","green","https://hull-repository.worktribe.com/preview/4572647/RJP_Paper_10.pdf",,"https://doi.org/10.1109/tcsi.2024.3351214","Chun Liu; Wanyi Wang; Bin Jiang; Ron J. Patton","Distributed systems and fault tolerance","72","9","4935","4945"
"2024","12","A Novel Online Adaptive Dynamic Programming Algorithm With Adjustable Convergence Rate","https://doi.org/10.1109/tcsi.2023.3346029","hybrid","https://doi.org/10.1109/tcsi.2023.3346029",,"https://doi.org/10.1109/tcsi.2023.3346029","Yonghua Wang; Zheliang Zhang; Yongwei Zhang; Mingming Liang; Derong Liu","Adaptive Dynamic Programming Control","71","3","1371","1384"
"2024","11","MARLIN: A Co-Design Methodology for Approximate ReconfigurabLe Inference of Neural Networks at the Edge","https://doi.org/10.1109/tcsi.2024.3365952","hybrid","https://ieeexplore.ieee.org/ielx7/8919/4358591/10449675.pdf","https://ieeexplore.ieee.org/ielx7/8919/4358591/10449675.pdf","https://doi.org/10.1109/tcsi.2024.3365952","Flavia Guella; Emanuele Valpreda; Michele Caon; Guido Masera; Maurizio Martina","Parallel Computing and Optimization Techniques","71","5","2105","2118"
"2024","10","A Single-Stage, Capacitively-Coupled Instrumentation Amplifier With Complementary Transimpedance Boosting","https://doi.org/10.1109/tcsi.2024.3391169","hybrid","https://ieeexplore.ieee.org/ielx7/8919/4358591/10535503.pdf","https://ieeexplore.ieee.org/ielx7/8919/4358591/10535503.pdf","https://doi.org/10.1109/tcsi.2024.3391169","Kian Ann Ng; Lian Zhang; Han Wu; Tao Tang; Jerald Yoo","Analog and Mixed-Signal Circuit Design","71","7","2989","3001"
"2024","9","Wideband Tunable N-Path Mixer With Calibrated Harmonic Rejection Including the 7th LO Harmonic","https://doi.org/10.1109/tcsi.2024.3414183","green","https://hal.science/hal-04633997/document",,"https://doi.org/10.1109/tcsi.2024.3414183","Sana Ibrahim; Ali Al-Shakoush; Serge Subias; Loı̈c Vincent; Manuel J. Barragán","Radio Frequency Integrated Circuit Design","71","9","3939","3950"
"2024","9","Highly Stable PUFs Based on Stacked Voltage Divider for Near-Zero BER Native Sensitivity to Voltage Variations","https://doi.org/10.1109/tcsi.2024.3432173","hybrid","https://doi.org/10.1109/tcsi.2024.3432173",,"https://doi.org/10.1109/tcsi.2024.3432173","Massimo Vatalaro; Raffaele De Rose; Vincenzo Maccaronio; Marco Lanuzza; Felice Crupi","Advancements in Semiconductor Devices and Circuit Design","72","2","521","534"
"2025","9","Event-Triggered Fully Distributed Bipartite Containment Control for Multi-Agent Systems Under DoS Attacks and External Disturbances","https://doi.org/10.1109/tcsi.2025.3534241","green",,,"https://doi.org/10.1109/tcsi.2025.3534241","Yanjun Zhao; Haibin Sun; Jun Yang; Linlin Hou; Dong Yang","Network Security and Intrusion Detection","72","10","6011","6024"
"2024","9","A Novel IPT System With Full-Range Soft-Switching Operation and Magnetic Integration Based on Dual-Decoupling Concept for Efficiency and Power Density Optimization","https://doi.org/10.1109/tcsi.2024.3387404","green","https://nottingham-repository.worktribe.com/output/34112201",,"https://doi.org/10.1109/tcsi.2024.3387404","Youzheng Wang; Hongchen Liu; Huiying Yu; Shuyu Wang; Shuo Wang","Electric Motor Design and Analysis","71","12","6229","6242"
"2024","8","C4TERO: Configurable Cascaded Carry Chains for High Reliability TERO PUFs on FPGAs","https://doi.org/10.1109/tcsi.2024.3438362","hybrid","https://doi.org/10.1109/tcsi.2024.3438362",,"https://doi.org/10.1109/tcsi.2024.3438362","Fanny Spagnolo; Massimo Vatalaro; Stefania Perri; Felice Crupi; Pasquale Corsonello","VLSI and Analog Circuit Testing","72","2","561","572"
"2024","8","Future Design Direction for SRAM Data Array: Hierarchical Subarray With Active Interconnect","https://doi.org/10.1109/tcsi.2024.3410518","green","https://lirias.kuleuven.be/retrieve/913275b5-a108-48a9-b523-7f949cafecb4",,"https://doi.org/10.1109/tcsi.2024.3410518","Hsiao-Hsuan Liu; Carlo Gilardi; Shairfe Muhammad Salahuddin; Zhenlin Pei; P. Schuddinck","VLSI and Analog Circuit Testing","71","12","6495","6506"
"2024","8","0.35-V SR-Enhanced Bulk-Driven OTA for Loads up to 10 nF","https://doi.org/10.1109/tcsi.2024.3395472","hybrid","https://ieeexplore.ieee.org/ielx7/8919/4358591/10531108.pdf","https://ieeexplore.ieee.org/ielx7/8919/4358591/10531108.pdf","https://doi.org/10.1109/tcsi.2024.3395472","Andrea Ballo; R.G. Carvajal; Alfio Dario Grasso; C. Luján‐Martínez; Salvatore Pennisi","Advanced Surface Polishing Techniques","71","12","6410","6418"
"2025","8","Modeling and Predicting Noise-Induced Failure Rates in Ultra-Low-Voltage SRAM Bitcells Affected by Process Variations","https://doi.org/10.1109/tcsi.2024.3525387","green","http://hdl.handle.net/2078.1/299513",,"https://doi.org/10.1109/tcsi.2024.3525387","Léopold Van Brandt; Michele Bonnin; Maurício Banaszeski da Silva; P. Bolcato; Gilson Wirth","Advancements in Semiconductor Devices and Circuit Design","72","3","989","1002"
"2024","8","Advanced Quantization Schemes to Increase Accuracy, Reduce Area, and Lower Power Consumption in FFT Architectures","https://doi.org/10.1109/tcsi.2024.3421348","green","https://riuma.uma.es/xmlui/bitstream/10630/32122/1/TCAS-I_earlyacces.pdf",,"https://doi.org/10.1109/tcsi.2024.3421348","Mario Garrido; Víctor Manuel Bautista; Alejandro Portas; Javier Hormigo","Image and Signal Denoising Methods","72","1","203","213"
"2024","8","De-Correlation and De-Bias Post-Processing Circuits for True Random Number Generator","https://doi.org/10.1109/tcsi.2024.3421663","hybrid","https://doi.org/10.1109/tcsi.2024.3421663",,"https://doi.org/10.1109/tcsi.2024.3421663","Ruilin Zhang; Haochen Zhang; Xingyu Wang; Ye Ziyang; Kunyang Liu","Quantum Computing Algorithms and Architecture","71","11","5187","5199"
"2024","8","A W-Band 2 × 2 Phased-Array Transmitter With Digital Gain-Compensation Technique","https://doi.org/10.1109/tcsi.2024.3352594","bronze","https://ieeexplore.ieee.org/ielx7/8919/4358591/10420498.pdf","https://ieeexplore.ieee.org/ielx7/8919/4358591/10420498.pdf","https://doi.org/10.1109/tcsi.2024.3352594","Jie Zhou; Bingzheng Yang; Yiyang Shu; Xun Luo","Radio Frequency Integrated Circuit Design","71","4","1558","1571"
"2024","7","Low-Voltage CMOS Capacitor-Less LDOs: Bulk-Driven Versus Gate-Driven Comparative Study","https://doi.org/10.1109/tcsi.2024.3440842","hybrid","https://doi.org/10.1109/tcsi.2024.3440842",,"https://doi.org/10.1109/tcsi.2024.3440842","Ó. Pereira-Rial; Juan M. Carrillo; P. López","Advancements in Semiconductor Devices and Circuit Design","71","11","5329","5338"
"2025","7","Robust Fuzzy Control of Network-Type Re-Entrant Manufacturing Systems With Communication Delays","https://doi.org/10.1109/tcsi.2025.3570294","green","https://ruj.uj.edu.pl/handle/item/553955",,"https://doi.org/10.1109/tcsi.2025.3570294","Yige Guo; Qing Gao; Maciej Ogorzałek; Jianbin Qiu; Jinhu Lü","Scheduling and Optimization Algorithms","72","11","7389","7400"
"2025","7","Over-the-Air Linearization of Phased Array Transmitters Affected by Load Modulation","https://doi.org/10.1109/tcsi.2025.3527701","hybrid","https://doi.org/10.1109/tcsi.2025.3527701",,"https://doi.org/10.1109/tcsi.2025.3527701","Joel Fernandez; Lauri Anttila; Koen Buisman; Mikko Heino; Christian Fager","PAPR reduction in OFDM","72","5","2366","2379"
"2024","7","Rectifying Network Common Items Extraction for Complex Multi-Band Rectifiers: Theory, Design, and Experimental Verification","https://doi.org/10.1109/tcsi.2024.3395269","green","https://eprints.lancs.ac.uk/id/eprint/220666/6/TCSI3395269.pdf",,"https://doi.org/10.1109/tcsi.2024.3395269","Yuchao Wang; Zebin Zhu; Shihao Sun; Cheng Zhang; Lei Wang","Energy Harvesting in Wireless Networks","71","7","3423","3435"
"2024","7","Compact Multi-Band Filter/Diplexer LNAs Using Split-Type Multi-Resonant Stages","https://doi.org/10.1109/tcsi.2024.3430376","hybrid","https://doi.org/10.1109/tcsi.2024.3430376",,"https://doi.org/10.1109/tcsi.2024.3430376","Steven Matthew Cheng; Dimitra Psychogiou","Microwave Engineering and Waveguides","71","10","4512","4523"
"2024","6","Modeling the Effect of Air-Gap Length and Number of Turns on Ferrite-Core Inductors Working up to Magnetic Saturation in a Buck Converter","https://doi.org/10.1109/tcsi.2024.3421261","hybrid","https://doi.org/10.1109/tcsi.2024.3421261",,"https://doi.org/10.1109/tcsi.2024.3421261","Alessandro Ravera; Andrea Formentini; Matteo Lodi; Alberto Oliveri; Massimiliano Passalacqua","Advanced DC-DC Converters","71","12","5400","5409"
"2024","6","N-Path Filtering and Mixing Analysis—A General Approach Based on Fourier Transform","https://doi.org/10.1109/tcsi.2024.3426297","green","https://hal.science/hal-04656898/document",,"https://doi.org/10.1109/tcsi.2024.3426297","Florence Podevin; Imadeddine Bendjeddou; Fadel Mohsen; Catalin Andrei Dobrin; Sana Ibrahim","Neural Networks and Applications","71","12","5636","5647"
"2024","6","Reconciliation of Statistical Approaches to Predicting Nonlinearity-Induced Spurs in Fractional-<i>N</i> Frequency Synthesizers","https://doi.org/10.1109/tcsi.2024.3486936","hybrid","https://doi.org/10.1109/tcsi.2024.3486936",,"https://doi.org/10.1109/tcsi.2024.3486936","Lu Xu; Michael Peter Kennedy","Advanced Control Systems Optimization","72","5","2075","2088"
"2025","6","Circular Wireless RF Systems With Recyclable and Degradable Components Based on Additively-Manufactured Liquid Metal Interconnects","https://doi.org/10.1109/tcsi.2025.3568321","green","http://eprints.gla.ac.uk/view/author/77035.html>",,"https://doi.org/10.1109/tcsi.2025.3568321","Xiaochuan Fang; Mahmoud Wagih","Green IT and Sustainability","72","11","6924","6935"
"2024","6","Exploiting Body-Driven Feedbacks in Physical Unclonable Functions for Ultra Low Voltage, Ultra Low Power Applications: A 0.3 V Weak-PUF","https://doi.org/10.1109/tcsi.2024.3396916","hybrid","https://doi.org/10.1109/tcsi.2024.3396916",,"https://doi.org/10.1109/tcsi.2024.3396916","Riccardo Della Sala; Davide Bellizia; Francesco Centurelli; Giuseppe Scotti; Alessandro Trifiletti","Physical Unclonable Functions (PUFs) and Hardware Security","72","2","483","496"
"2024","6","Multilayer Reflectionless RF Bandpass Filters With Wideband Quasi-Constant Group-Delay Responses","https://doi.org/10.1109/tcsi.2024.3401089","green","https://ebuah.uah.es/dspace/bitstream/10017/65203/3/Multilayer_Yang_IEEETransCircSysI_2024.pdf",,"https://doi.org/10.1109/tcsi.2024.3401089","Li Yang; Mohamed Malki; José‐María Muñoz‐Ferreras; Xi Zhu; Roberto Gómez‐García","Microwave Engineering and Waveguides","71","12","6433","6446"
"2024","6","Experimental Verification and Evaluation of Non-Stateful Logic Gates in Resistive RAM","https://doi.org/10.1109/tcsi.2024.3486376","hybrid","https://doi.org/10.1109/tcsi.2024.3486376",,"https://doi.org/10.1109/tcsi.2024.3486376","Leon Brackmann; Tobias Ziegler; Dirk J. Wouters; Stephan Menzel","Advanced Memory and Neural Computing","72","5","2029","2038"
"2024","5","Analysis of Back-Gate Bias Control on EVM Measurements of a Dual-Band Power Amplifier in 22 nm FD-SOI for 5G 28 and 39 GHz Applications","https://doi.org/10.1109/tcsi.2024.3487636","green","http://hdl.handle.net/2078.1/296988",,"https://doi.org/10.1109/tcsi.2024.3487636","Lucas Nyssens; Massinissa Nabet; Martin Rack; Youssef Bendou; S. Wane","Advancements in Semiconductor Devices and Circuit Design","72","2","753","762"
"2024","5","Analysis and Mitigation of Excess Phase Noise and Spurs in Digital-to-Time-Converter-Enhanced Fractional- N Frequency Synthesizers","https://doi.org/10.1109/tcsi.2024.3501998","hybrid","https://doi.org/10.1109/tcsi.2024.3501998",,"https://doi.org/10.1109/tcsi.2024.3501998","Xu Wang; Michael Peter Kennedy","Advancements in PLL and VCO Technologies","72","3","1042","1055"
"2024","5","A Low-Latency Power Series Approximate Computing and Architecture for Co-Calculation of Division and Square Root","https://doi.org/10.1109/tcsi.2024.3368102","green","http://hdl.handle.net/10017/62156",,"https://doi.org/10.1109/tcsi.2024.3368102","Dian Tian; Ningmei Yu; Minghui Xie; Jiahao Tang; Zhuang Feng","Numerical Methods and Algorithms","71","6","2723","2734"
"2024","4","High-Speed Polynomials Multiplication HW Accelerator for CRYSTALS-Kyber","https://doi.org/10.1109/tcsi.2024.3427011","green","https://eprints.whiterose.ac.uk/id/eprint/214995/7/High-Speed%20Polynomial%20Multiplication%20HW%20accelerator%20for%20CRYSTALS-Kyber%20AAM.pdf",,"https://doi.org/10.1109/tcsi.2024.3427011","Abdullah Alhassani; Mohammed Benaissa","Particle accelerators and beam dynamics","71","12","6105","6113"
"2024","4","Dynamic Vision With Single Photon Detectors: A Discrete DVS Architecture Using Asynchronous Sensor Front-Ends","https://doi.org/10.1109/tcsi.2024.3441371","green","http://hdl.handle.net/10261/402076",,"https://doi.org/10.1109/tcsi.2024.3441371","Rubén Gómez‐Merchán; Juan A. Leñero‐Bardallo; Rafael de la Rosa-Vidal; Á. Rodríguez‐Vázquez","CCD and CMOS Imaging Sensors","72","1","36","49"
"2024","4","ESSR: An 8K@30FPS Super-Resolution Accelerator With Edge Selective Network","https://doi.org/10.1109/tcsi.2024.3349581","green","https://arxiv.org/pdf/2503.20245",,"https://doi.org/10.1109/tcsi.2024.3349581","C.-Y. Hsu; Tian‐Sheuan Chang","Advanced Image Processing Techniques","71","4","1693","1705"
"2024","4","Hybrid Spatial and Temporal Computing Histogrammer in Soft Processor Core of a FPGA Device","https://doi.org/10.1109/tcsi.2024.3404034","green","https://re.public.polimi.it/bitstream/11311/1267062/1/Hybrid_Spatial_and_Temporal_Computing_Histogramer_in_Soft_Processor_Core_of_a_FPGA_Device.pdf",,"https://doi.org/10.1109/tcsi.2024.3404034","E. Ronconi; F. Garzetti; N. Lusardi; A. Costa; A. Geraci","Graph Theory and Algorithms","71","8","3683","3694"
"2024","4","FREYA: A 0.023-mm²/Channel, 20.8- μW/Channel, Event-Driven 8-Channel SoC for Spiking End-to-End Sensing of Time-Sparse Biosignals","https://doi.org/10.1109/tcsi.2024.3504264","green","https://lirias.kuleuven.be/retrieve/79271a63-05dd-497e-842c-4dac4d71a658",,"https://doi.org/10.1109/tcsi.2024.3504264","Jonah Van Assche; Charlotte Frenkel; Ali Safa; Georges Gielen","Analog and Mixed-Signal Circuit Design","72","3","1093","1104"
"2024","4","A 3.5 GS/s 1-1 MASH VCO ADC With Second-Order Noise Shaping","https://doi.org/10.1109/tcsi.2024.3450570","hybrid","https://doi.org/10.1109/tcsi.2024.3450570",,"https://doi.org/10.1109/tcsi.2024.3450570","Brendan Saux; Jonas Borgmans; Johan Raman; Pieter Rombouts","Analog and Mixed-Signal Circuit Design","72","2","694","707"
"2025","4","A Twin Circuit Theory-Based Framework for Oscillation Event Analysis in Inverter-Dominated Power Systems With Case Study for Kaua‘i System","https://doi.org/10.1109/tcsi.2024.3524251","green","https://www.osti.gov/biblio/2522748",,"https://doi.org/10.1109/tcsi.2024.3524251","Shuan Dong; Andy Hoke; Bin Wang; Lizhi Ding; Xiaonan Lu","Power System Optimization and Stability","72","9","5256","5269"
"2024","4","Ultra-Scaled E-Tree-Based SRAM Design and Optimization With Interconnect Focus","https://doi.org/10.1109/tcsi.2024.3438164","green","https://lirias.kuleuven.be/retrieve/da483df8-266d-4701-80e1-cb61866f285a",,"https://doi.org/10.1109/tcsi.2024.3438164","Zhenlin Pei; Hsiao-Hsuan Liu; Mahta Mayahinia; Mehdi B. Tahoori; Francky Catthoor","VLSI and FPGA Design Techniques","71","10","4597","4610"
"2025","3","DC-Readout of Semiconductor Spin Qubits: Opportunities and Limits","https://doi.org/10.1109/tcsi.2025.3542335","hybrid","https://doi.org/10.1109/tcsi.2025.3542335",,"https://doi.org/10.1109/tcsi.2025.3542335","Gerd Kiene; Oriol Pietx-Casas; Masoud Babaie; Lieven M. K. Vandersypen; Fabio Sebastiano","Quantum and electron transport phenomena","72","10","5457","5470"
